alt_ft,angle_deg,b_extra_offset_nm,conflict,cross_track_offset_nm,dt_s,encounter_type,horizon_s,initial_sep_nm,scenario_id,sep_nm,speed_a_kts,speed_b_kts,speed_kts,start_offset_nm,t_intersect_s,time_offset_s,ttc_s
28000.0,,4.9629093843798735,False,,1.0,crossing,180.0,,44,,,,319.5556900232734,17.55883315455946,,,-1.0
28000.0,,23.069243206958504,False,,1.0,crossing,180.0,,45,,,,394.3569931291747,15.036504106408536,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,46,46.383006684668985,,,433.95964802979347,,,,172.0
30000.0,,,True,,1.0,head_on,180.0,,47,13.60366327650706,,,369.79907153526574,,,,42.0
28000.0,,,False,,1.0,overtake,180.0,22.05286822134348,48,,299.3968285523911,275.6819630432721,,,,,-1.0
28000.0,,,True,,1.0,head_on,180.0,,49,36.60186434467222,,,378.4218193023208,,,,151.0
32000.0,,,False,,1.0,overtake,180.0,22.926577080317358,50,,398.22787107164083,228.40090639346823,,,,,-1.0
32000.0,113.06295264090316,,True,-2.4884215612522524,1.0,angle,180.0,,51,,339.25273423222234,333.2145605745674,,,144.56928778105566,-25.736934418771213,118.0
28000.0,,,True,,1.0,overtake,180.0,5.184509832214808,52,,361.7768998787277,274.27468617768346,,,,,8.0
32000.0,,,True,,1.0,overtake,180.0,4.155272772758357,53,,403.0164767231659,375.88338318547324,,,,,1.0
28000.0,,,True,,1.0,overtake,180.0,5.436568845689471,54,,428.8715575401825,336.6902352713508,,,,,18.0
30000.0,,18.263043321614354,False,,1.0,crossing,180.0,,55,,,,464.7634382627827,8.183031842732643,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,21.711841330156886,56,,446.26628171508315,365.7321495873673,,,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,11.538597006343174,57,,441.6115785270963,239.88006764774022,,,,,117.0
30000.0,144.53573322042746,,True,-1.469293529119435,1.0,angle,180.0,,58,,473.8196589887548,309.3494143510196,,,97.49038229823833,15.967623292049481,83.0
30000.0,,,False,,1.0,overtake,180.0,18.89927279802815,59,,602.8177245292369,398.87995564291487,,,,,-1.0
32000.0,23.907483894627894,,True,-8.038469792335041,1.0,angle,180.0,,60,,430.0208681971884,271.4904734117246,,,66.52704631789578,-9.215047950833437,135.0
30000.0,,,False,,1.0,overtake,180.0,23.16351170270318,61,,540.5390275481213,377.6577538026701,,,,,-1.0
30000.0,,5.503446606632146,True,,1.0,crossing,180.0,,62,,,,479.79452550419273,7.589601613568496,,,61.0
30000.0,,2.8753100082013647,True,,1.0,crossing,180.0,,63,,,,439.0555590288576,9.646955220489852,,,65.0
32000.0,,,True,,1.0,head_on,180.0,,64,26.967695292848443,,,405.6918223678188,,,,98.0
30000.0,,,True,,1.0,head_on,180.0,,65,24.71405126729716,,,297.66335388592904,,,,120.0
28000.0,,,False,,1.0,head_on,180.0,,66,34.18343351890809,,,274.06482857117885,,,,-1.0
30000.0,67.86273544596582,,True,1.2780823418359262,1.0,angle,180.0,,67,,435.0165133129577,247.23403332426676,,,111.54885707764852,-0.967887551544905,57.0
32000.0,156.72746764157043,,False,-5.960173824010928,1.0,angle,180.0,,68,,303.83968186913955,349.59463178759506,,,99.83759102380107,13.605452105223534,-1.0
28000.0,,24.064161581367046,False,,1.0,crossing,180.0,,69,,,,456.77184874713174,12.464185985969607,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,14.077469851169273,70,,535.4139948502905,394.8966518892078,,,,,-1.0
30000.0,,17.953291294420733,False,,1.0,crossing,180.0,,71,,,,435.62273739426746,17.07601542467821,,,-1.0
28000.0,,,True,,1.0,head_on,180.0,,72,29.694167632561943,,,460.56828170318636,,,,97.0
28000.0,,,True,,1.0,head_on,180.0,,73,13.48075420935858,,,319.10310695704504,,,,48.0
30000.0,147.90454168401962,,True,-2.355348780588735,1.0,angle,180.0,,74,,428.1678168378254,445.8608325614166,,,95.28821167522514,-10.29425054490585,75.0
32000.0,,,True,,1.0,head_on,180.0,,75,11.807169396430227,,,432.6533863334007,,,,29.0
32000.0,,,True,,1.0,head_on,180.0,,76,25.907400504073426,,,423.5622012421795,,,,89.0
32000.0,,,False,,1.0,overtake,180.0,22.72619055783844,77,,518.0778323231789,303.5681301738271,,,,,-1.0
32000.0,103.82215289303193,,False,-6.360621556275778,1.0,angle,180.0,,78,,441.34231794507764,427.49546248708117,,,118.8381462263361,-39.980744277986645,-1.0
30000.0,,,True,,1.0,overtake,180.0,3.5092793952728076,79,,600.566088686925,391.97668442429233,,,,,1.0
30000.0,,,False,,1.0,overtake,180.0,10.835673731795422,80,,349.4949702966863,296.73588553407603,,,,,-1.0
28000.0,,20.74851716571015,False,,1.0,crossing,180.0,,81,,,,262.7712205546221,11.454678459909278,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,82,25.55037388144437,,,363.1211205921407,,,,102.0
32000.0,,,True,,1.0,head_on,180.0,,83,37.34524904458,,,436.36635412977904,,,,134.0
30000.0,,,True,,1.0,overtake,180.0,2.8091351916695357,84,,425.03225808399304,313.25579164427967,,,,,1.0
30000.0,,,False,,1.0,head_on,180.0,,85,40.68223087755923,,,254.65245684584272,,,,-1.0
32000.0,,17.501992275778903,False,,1.0,crossing,180.0,,86,,,,399.2682193199816,12.154315739874269,,,-1.0
30000.0,,19.43652471347147,False,,1.0,crossing,180.0,,87,,,,275.52929239491834,20.884922428071334,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,88,37.434331831499286,,,391.2960932808511,,,,150.0
32000.0,,,True,,1.0,overtake,180.0,4.859447228149806,89,,500.91341228783614,356.50592373850475,,,,,1.0
30000.0,,22.922185202275234,False,,1.0,crossing,180.0,,90,,,,450.6829860078974,21.187483017014465,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,91,44.138151712645175,,,479.0434603653797,,,,148.0
30000.0,,,True,,1.0,head_on,180.0,,92,26.67234337036631,,,424.02173089839397,,,,93.0
30000.0,136.32939652444531,,False,8.021427992978094,1.0,angle,180.0,,93,,239.58829215682564,231.60663541034725,,,152.11474988458812,-1.1067919401011892,-1.0
28000.0,,20.484855377056828,False,,1.0,crossing,180.0,,94,,,,454.4175755553572,7.776048166681155,,,-1.0
32000.0,58.84985440431302,,False,8.715095386619062,1.0,angle,180.0,,95,,249.49567286580435,330.7522644987624,,,107.9215569097309,33.830446651001,-1.0
28000.0,25.87375809569531,,True,3.7283620859711615,1.0,angle,180.0,,96,,421.19287044257527,410.9126288308501,,,43.684101514228736,-4.262512069293081,1.0
30000.0,,,True,,1.0,head_on,180.0,,97,46.60985884286777,,,471.3157718973964,,,,159.0
28000.0,,,True,,1.0,overtake,180.0,10.107569565009904,98,,402.6306301185948,244.2755999553998,,,,,117.0
30000.0,,,True,,1.0,overtake,180.0,6.091876195588538,99,,452.15271769960253,386.0540103529744,,,,,60.0
28000.0,,,False,,1.0,overtake,180.0,15.721547816313857,100,,269.3046480607522,248.65822793242043,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,101,8.301751824595359,,,334.8999338491059,,,,18.0
32000.0,,,True,,1.0,head_on,180.0,,102,17.780250400940893,,,282.6341101006276,,,,82.0
28000.0,123.1968771924633,,False,9.218142076228855,1.0,angle,180.0,,103,,287.13689859092983,227.26342299055312,,,64.97441503009784,-13.198947028296956,-1.0
32000.0,,,False,,1.0,overtake,180.0,16.6260612496781,104,,475.39946775708853,256.8091100350311,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,105,32.395674026951376,,,285.97270381909203,,,,173.0
28000.0,,7.897285466703111,False,,1.0,crossing,180.0,,106,,,,305.8528986903366,21.28341566200205,,,-1.0
30000.0,,16.579887838336763,False,,1.0,crossing,180.0,,107,,,,448.0241587788893,13.076776586293594,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,108,11.272687043928503,,,266.838564353918,,,,43.0
30000.0,98.12434842199005,,True,-8.308886103621349,1.0,angle,180.0,,109,,412.62849316643974,256.9937031990282,,,90.66264954033025,10.957282992937635,125.0
32000.0,69.08096627836764,,True,4.56361009199356,1.0,angle,180.0,,110,,466.72230152483206,235.04284961426447,,,89.03514654197777,-6.621961616303594,11.0
30000.0,,,True,,1.0,overtake,180.0,6.6917763467633815,111,,392.83983952313275,278.662331033261,,,,,54.0
28000.0,,13.954539709826157,False,,1.0,crossing,180.0,,112,,,,408.28606982076263,11.262434669815121,,,-1.0
30000.0,39.660910090971875,,True,0.46697290876023345,1.0,angle,180.0,,113,,329.64312070791635,265.43167251697923,,,155.14387528906497,-12.768967785176848,63.0
30000.0,,,False,,1.0,overtake,180.0,16.52488923563049,114,,408.30689413387756,237.29987931741474,,,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,21.09399661479003,115,,422.21984449999354,309.81767538001463,,,,,-1.0
30000.0,,24.470062857292664,False,,1.0,crossing,180.0,,116,,,,319.2665628000935,8.174687285751482,,,-1.0
30000.0,,11.785873042895092,False,,1.0,crossing,180.0,,117,,,,405.98111163427166,19.41958681699408,,,-1.0
32000.0,,7.002209617209731,True,,1.0,crossing,180.0,,118,,,,476.32348153719647,20.477905248856523,,,178.0
30000.0,,,False,,1.0,head_on,180.0,,119,45.11615678725037,,,259.3258387599754,,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,14.100343901536775,120,,435.57023369453736,336.32323668891894,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,121,18.60953960463796,,,315.1811958879124,,,,78.0
32000.0,,1.7613917202197875,True,,1.0,crossing,180.0,,122,,,,310.3719612232514,7.619925496530297,,,59.0
28000.0,,,True,,1.0,overtake,180.0,14.194265065844538,123,,473.80502708658497,269.80940951511104,,,,,163.0
28000.0,,7.242298737680144,False,,1.0,crossing,180.0,,124,,,,369.56184350637136,13.881777609570921,,,-1.0
32000.0,,23.891371793038026,False,,1.0,crossing,180.0,,125,,,,375.0218248574805,8.000821551719945,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,12.174386110540473,126,,381.2091386107815,333.6465886664553,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,127,13.061749816089613,,,342.2798044677404,,,,43.0
28000.0,99.53810413868234,,True,-0.2228367783582783,1.0,angle,180.0,,128,,297.7299300734329,384.34898244509884,,,129.08145643631286,-22.55920322137163,84.0
30000.0,,,False,,1.0,overtake,180.0,16.997253060666612,129,,312.0814519923823,232.04442149994037,,,,,-1.0
28000.0,151.9736368908193,,False,6.924496669594646,1.0,angle,180.0,,130,,276.0856245953006,312.4043543830328,,,86.9159259395704,39.43068028098946,-1.0
32000.0,,,True,,1.0,head_on,180.0,,131,44.418610598278505,,,407.84820011512284,,,,174.0
28000.0,67.80453090808136,,True,-4.149471562042841,1.0,angle,180.0,,132,,250.1995472716389,220.97249627052346,,,72.43932861669114,11.229859411529183,62.0
28000.0,,7.198102621585939,False,,1.0,crossing,180.0,,133,,,,274.2558614151504,20.280664748580428,,,-1.0
32000.0,62.83132360473889,,True,-1.0541620950055037,1.0,angle,180.0,,134,,263.74640364930656,329.6445720529652,,,147.66411723566506,-5.178378136146492,98.0
32000.0,,5.221652222870363,True,,1.0,crossing,180.0,,135,,,,292.96962046733944,12.005362253302616,,,151.0
30000.0,,,True,,1.0,overtake,180.0,11.827674765567915,136,,484.3483331943987,318.3917048417574,,,,,149.0
30000.0,,14.663256464525501,False,,1.0,crossing,180.0,,137,,,,261.4524509634009,23.860658242412697,,,-1.0
28000.0,47.44468168398832,,True,-6.532522703250622,1.0,angle,180.0,,138,,242.0108367984178,268.5565258155662,,,46.83885759994042,11.045890258248214,78.0
32000.0,,,True,,1.0,overtake,180.0,3.9924821049961836,139,,564.0671274014453,393.76870440262354,,,,,1.0
30000.0,,,False,,1.0,overtake,180.0,12.540769474511,140,,469.6007459795992,346.37588634610927,,,,,-1.0
32000.0,82.73637830043084,,False,-8.948933755925665,1.0,angle,180.0,,141,,286.23557629488687,343.66964098817925,,,80.46331101584914,-36.621190879459824,-1.0
28000.0,,,False,,1.0,overtake,180.0,8.665622957471268,142,,254.16404236418953,221.42601153315155,,,,,-1.0
32000.0,45.546641314835284,,True,2.1663762781528924,1.0,angle,180.0,,143,,378.24585842411045,365.0198101964734,,,66.51675413880125,-24.572140968141714,1.0
30000.0,,,True,,1.0,head_on,180.0,,144,21.563017014472543,,,354.8212085328947,,,,85.0
30000.0,,,True,,1.0,overtake,180.0,2.6630696803761786,145,,322.6113302562352,228.87050507982337,,,,,1.0
32000.0,,20.93227155536815,False,,1.0,crossing,180.0,,146,,,,307.7937247955323,12.56919701820549,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,13.888712553529972,147,,413.35128575351763,296.9343528965699,,,,,-1.0
28000.0,,13.799344389203513,False,,1.0,crossing,180.0,,148,,,,252.1179455966811,11.810479400675636,,,-1.0
32000.0,80.1117754548413,,True,-8.287685203332158,1.0,angle,180.0,,149,,458.45851101235075,327.15125020230016,,,99.22983717368096,-4.791311551258779,132.0
28000.0,,3.8448919381970232,True,,1.0,crossing,180.0,,150,,,,453.3781562106599,21.699036095614627,,,165.0
30000.0,,20.450216425011973,False,,1.0,crossing,180.0,,151,,,,378.5725803942264,17.642377156508882,,,-1.0
28000.0,163.42661402271912,,True,-2.9579290271405885,1.0,angle,180.0,,152,,284.9293298080824,277.2131299473511,,,140.85508126416144,-17.680318394624663,110.0
28000.0,99.12865030720906,,True,-1.1643273362464512,1.0,angle,180.0,,153,,294.23150568173315,360.67968133948597,,,64.14220545685406,-16.26869989784697,27.0
32000.0,111.49700672744271,,True,-6.548476407992094,1.0,angle,180.0,,154,,290.8620168288413,224.30519037596778,,,113.78459881260422,16.952532588780386,136.0
28000.0,44.89035282678243,,True,-1.4346075267947,1.0,angle,180.0,,155,,448.7450044705099,479.2589228712127,,,40.77270931773324,2.841928908397584,5.0
28000.0,,,True,,1.0,head_on,180.0,,156,24.157173030810597,,,312.6715080231144,,,,111.0
28000.0,,,False,,1.0,overtake,180.0,17.52228840053553,157,,512.8184742164681,360.69678268825635,,,,,-1.0
32000.0,,6.003402185586687,False,,1.0,crossing,180.0,,158,,,,369.1752583587858,21.80419784135972,,,-1.0
28000.0,,,True,,1.0,overtake,180.0,10.583529147921274,159,,452.4660141143403,316.0539345247016,,,,,148.0
28000.0,,8.197117665221402,False,,1.0,crossing,180.0,,160,,,,384.6491178572742,16.509332631469846,,,-1.0
28000.0,,,False,,1.0,head_on,180.0,,161,44.82730371217724,,,285.7059212358595,,,,-1.0
32000.0,,3.3895194092841088,False,,1.0,crossing,180.0,,162,,,,297.495974970848,24.833344313894717,,,-1.0
32000.0,132.7606280990824,,True,-2.3078675041403773,1.0,angle,180.0,,163,,472.01978113874094,281.1821248417031,,,55.855433180487736,-21.30483403207866,33.0
32000.0,,22.94665726050993,False,,1.0,crossing,180.0,,164,,,,391.6838580504415,15.470853135849438,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,165,33.03727573947454,,,362.5158010779967,,,,140.0
28000.0,,,False,,1.0,overtake,180.0,24.048494391602965,166,,383.71193843128185,331.1044908356121,,,,,-1.0
32000.0,60.23098552730568,,True,6.433925973835684,1.0,angle,180.0,,167,,440.42301819086674,287.3811578432881,,,112.51671916412194,16.273508185783996,16.0
30000.0,,,False,,1.0,overtake,180.0,23.70683422208687,168,,344.7641452621642,261.73268234474637,,,,,-1.0
30000.0,,16.710817204005647,False,,1.0,crossing,180.0,,169,,,,401.74698562399436,22.396291795244117,,,-1.0
30000.0,,4.058305044640306,True,,1.0,crossing,180.0,,170,,,,253.90460030706464,12.539262449444175,,,166.0
32000.0,,,True,,1.0,head_on,180.0,,171,34.478387909763164,,,331.28649991048167,,,,161.0
32000.0,19.81168749876579,,True,6.419136980534461,1.0,angle,180.0,,172,,282.7814256525818,223.23472096548713,,,153.46413492012937,-13.86656936016972,1.0
32000.0,,,False,,1.0,overtake,180.0,11.721016556952646,173,,461.79064358912467,398.48578679857184,,,,,-1.0
28000.0,67.2856215381048,,True,-2.34663441633683,1.0,angle,180.0,,174,,266.003239369092,305.49142829549834,,,158.4154982435256,19.784720783609558,135.0
30000.0,95.39289299408992,,True,1.2945693614345508,1.0,angle,180.0,,175,,429.1961371247887,474.9631996343145,,,124.59216278432294,20.72688164826574,109.0
30000.0,,,False,,1.0,head_on,180.0,,176,48.066041055266204,,,289.4025921129832,,,,-1.0
32000.0,,12.848364904532575,False,,1.0,crossing,180.0,,177,,,,418.4600141712157,22.508214932512896,,,-1.0
28000.0,,21.003413913446597,False,,1.0,crossing,180.0,,178,,,,438.7514598708077,12.270969126449739,,,-1.0
28000.0,,22.40817326472029,False,,1.0,crossing,180.0,,179,,,,420.84669799481867,24.174724216184558,,,-1.0
32000.0,,23.191235748057224,False,,1.0,crossing,180.0,,180,,,,387.5120313751805,7.4912842297283415,,,-1.0
32000.0,34.01135637156617,,False,-9.454656299089766,1.0,angle,180.0,,181,,376.51217736611284,285.642948809751,,,136.70735872210497,18.617516384433287,-1.0
30000.0,,,True,,1.0,head_on,180.0,,182,11.76401139088971,,,317.3289490079764,,,,39.0
30000.0,,8.895237215288867,False,,1.0,crossing,180.0,,183,,,,419.1649345545842,10.486756575415445,,,-1.0
30000.0,53.17436075606814,,True,1.0089690191920866,1.0,angle,180.0,,184,,348.0014199431941,322.07424494507774,,,77.29170369834483,32.04333262933952,32.0
32000.0,,,True,,1.0,head_on,180.0,,185,31.96097050002223,,,310.36271553367874,,,,157.0
30000.0,,,True,,1.0,head_on,180.0,,186,24.592741268115372,,,277.60358156911377,,,,128.0
30000.0,,,True,,1.0,overtake,180.0,3.1765055617371694,187,,493.7459891650558,274.609939068494,,,,,1.0
32000.0,,,False,,1.0,overtake,180.0,17.649051847950254,188,,566.366420188092,360.54180648314593,,,,,-1.0
32000.0,,9.651793908039954,False,,1.0,crossing,180.0,,189,,,,441.91144603140134,15.808959405610912,,,-1.0
28000.0,,,True,,1.0,overtake,180.0,4.6678941176748205,190,,597.3047046333267,416.34481717563074,,,,,1.0
32000.0,,13.319500662633171,False,,1.0,crossing,180.0,,191,,,,451.39813908392034,18.803413969886336,,,-1.0
28000.0,,18.684872765108963,False,,1.0,crossing,180.0,,192,,,,252.0911891351232,12.282510825083508,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,193,14.559004306769978,,,329.25367186616666,,,,53.0
32000.0,,,True,,1.0,overtake,180.0,8.748757603981016,194,,419.7034835569387,318.971825514414,,,,,134.0
28000.0,10.162046895432564,,False,8.972165990117897,1.0,angle,180.0,,195,,256.5972729611152,231.3363593436115,,,55.10174185754014,34.350823765586455,-1.0
32000.0,140.94201763014385,,True,-1.522415387823104,1.0,angle,180.0,,196,,422.44061087798855,414.293307208831,,,62.51855022035187,3.9101808882224276,45.0
32000.0,,16.47154384095037,False,,1.0,crossing,180.0,,197,,,,286.2024116019011,9.227318027633817,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,198,34.549424763469105,,,374.98726121455803,,,,142.0
30000.0,52.52136506008835,,False,8.925079145757966,1.0,angle,180.0,,199,,294.09033658761626,331.4629468501964,,,158.90174611188556,17.43346052196071,-1.0
30000.0,,,True,,1.0,overtake,180.0,6.369730340154257,200,,554.8208522400314,376.51808743431627,,,,,28.0
32000.0,,,True,,1.0,head_on,180.0,,201,14.523986763918977,,,402.059355387985,,,,43.0
30000.0,84.26089161577241,,False,5.204717103883933,1.0,angle,180.0,,202,,229.4559826405022,457.2315633820404,,,116.3998409636022,23.878160598352558,-1.0
30000.0,,,True,,1.0,head_on,180.0,,203,30.22198567707197,,,466.51220661743594,,,,98.0
32000.0,,17.502228076940348,False,,1.0,crossing,180.0,,204,,,,254.40253830039075,12.734990387622176,,,-1.0
32000.0,,6.861816381130667,False,,1.0,crossing,180.0,,205,,,,467.3373530384688,22.94333101510639,,,-1.0
28000.0,101.70249157927,,False,6.206231520323776,1.0,angle,180.0,,206,,281.5507278848397,405.59212071381546,,,143.65152970752033,31.596740965142203,-1.0
28000.0,,,True,,1.0,head_on,180.0,,207,14.908411759889308,,,462.41863582285384,,,,39.0
32000.0,73.158761191834,,True,-3.444759385193999,1.0,angle,180.0,,208,,290.6817146070171,333.67630861151736,,,130.92756042493517,-11.50694929975927,111.0
28000.0,,,False,,1.0,overtake,180.0,13.327915722521382,209,,433.0629089667059,372.5053653874368,,,,,-1.0
30000.0,79.69791027956809,,True,1.6537844337989362,1.0,angle,180.0,,210,,385.1970248123038,394.99987603133985,,,123.65189780009982,25.803905748377588,101.0
32000.0,,,True,,1.0,overtake,180.0,4.916710108381148,211,,447.72068068438017,362.0975123023238,,,,,1.0
30000.0,,,True,,1.0,head_on,180.0,,212,27.896447097351057,,,369.98932995742706,,,,112.0
28000.0,,,True,,1.0,head_on,180.0,,213,31.76861284917479,,,329.90978273030305,,,,147.0
28000.0,,,True,,1.0,head_on,180.0,,214,16.012481988415743,,,275.48645462409524,,,,72.0
28000.0,60.32515874878474,,False,-7.494587155533967,1.0,angle,180.0,,215,,438.7548847475358,468.1721532775267,,,43.04673848879429,-8.58811026497639,-1.0
30000.0,,,False,,1.0,overtake,180.0,17.430453995384532,216,,439.9732911796847,339.132630746796,,,,,-1.0
32000.0,,,True,,1.0,overtake,180.0,3.3765083830577964,217,,291.86772615231575,245.07649495129183,,,,,1.0
32000.0,112.70294155630317,,True,1.0989366011602453,1.0,angle,180.0,,218,,418.657797635565,232.14557759277767,,,138.85118471349014,-36.522302136723326,91.0
28000.0,65.15173649805371,,True,-5.9679097234903855,1.0,angle,180.0,,219,,372.32967236176023,241.52775631092226,,,107.17559055187584,25.063904086103108,120.0
30000.0,,,False,,1.0,overtake,180.0,18.109329725052955,220,,342.6254881914936,270.77639338721264,,,,,-1.0
28000.0,131.06756794472025,,True,0.24444819000299134,1.0,angle,180.0,,221,,336.69449183127944,259.73297111717085,,,115.9052925576294,-25.842719291717025,72.0
28000.0,,,True,,1.0,overtake,180.0,6.436401470848907,222,,520.3822751272749,378.20374109826605,,,,,37.0
32000.0,35.50235356036515,,True,0.8688558760906062,1.0,angle,180.0,,223,,306.75313575039706,390.35389792224635,,,97.1782667382248,4.473607574203335,14.0
28000.0,,,False,,1.0,overtake,180.0,20.69812808798176,224,,341.54402660060254,235.99741742608148,,,,,-1.0
